,name,lat,lon,population
2370,Ferguson,38.749,-90.295,18826
2371,Altus,34.6565,-99.3061,18825
2372,Harrison,40.7431,-74.1531,18824
2373,Santa Fe Springs,33.9329,-118.0625,18817
2374,Bensenville,41.9579,-87.9442,18801
2375,Rutherford,40.8203,-74.1057,18781
2376,Bellwood,41.8829,-87.8762,18778
2377,Colonia,40.5926,-74.3148,18776
2378,North Babylon,40.7314,-73.3248,18776
2379,Ronkonkoma,40.8037,-73.1246,18775
2380,Beltsville,39.0394,-76.9211,18769
2381,Oxon Hill,38.7884,-76.9727,18763
2382,Concord,38.5117,-90.3574,18760
2383,Onalaska,43.8883,-91.2075,18760
2384,Buckhall,38.7239,-77.4476,18751
2385,Berea,41.3696,-81.8641,18724
2386,Round Lake,42.3435,-88.1059,18720
2387,Ottawa,41.3555,-88.8261,18719
2388,Wisconsin Rapids,44.3927,-89.8265,18711
2389,Marshfield,44.6627,-90.1728,18668
2390,Sheridan,44.7961,-106.9642,18660
2391,Creve Coeur,38.662,-90.443,18648
2392,Johnstown,40.326,-78.9194,18647
2393,Fayetteville,33.4501,-84.471,18633
2394,Country Walk,25.633,-80.4353,18627
2395,Cimarron Hills,38.8597,-104.6995,18619
2396,Knightdale,35.7911,-78.4966,18614
2397,Sudley,38.7878,-77.4961,18613
2398,Phelan,34.4398,-117.5248,18599
2399,Brook Park,41.4036,-81.8219,18592
2400,West Chester,39.9601,-75.6058,18592
2401,San Carlos Park,26.4765,-81.8193,18590
2402,North Massapequa,40.7031,-73.4678,18577
2403,Newton,38.0368,-97.3449,18576
2404,Melville,40.7824,-73.4088,18561
2405,Springfield,36.4949,-86.8711,18561
2406,Palestine,31.7544,-95.6471,18532
2407,North Bay Shore,40.7602,-73.2617,18524
2408,Lansdale,40.2417,-75.2812,18509
2409,North Myrtle Beach,33.8232,-78.7082,18502
2410,Nederland,29.9707,-94.0015,18502
2411,Martinsburg,39.4582,-77.9776,18502
2412,Trenton,42.1394,-83.1929,18489
2413,Parole,38.9863,-76.5518,18488
2414,Fairwood,47.4467,-122.143,18477
2415,Lakeway,30.3544,-97.9864,18471
2416,Logansport,40.7472,-86.352,18471
2417,Elizabeth City,36.2942,-76.236,18466
2418,Nipomo,35.0319,-120.4985,18440
2419,Phoenixville,40.1359,-75.5201,18437
2420,Franklin Park,41.9361,-87.8794,18435
2421,Albert Lea,43.6548,-93.3643,18433
2422,Selma,32.4166,-87.0336,18429
2423,Arroyo Grande,35.1241,-120.5845,18422
2424,Dover,40.8859,-74.5597,18418
2425,Harrisburg,35.3125,-80.6485,18415
2426,Hybla Valley,38.7484,-77.0821,18410
2427,Tallmadge,41.1023,-81.4216,18409
2428,Pinecrest,25.665,-80.3042,18405
2429,Cinco Ranch,29.7395,-95.7607,18399
2430,Burlington,39.0223,-84.7217,18394
2431,Palos Hills,41.6986,-87.8266,18379
2432,Kingstowne,38.7625,-77.1444,18369
2433,Portsmouth,38.7538,-82.9445,18369
2434,Fairmont,39.4768,-80.1491,18369
2435,Durant,33.9949,-96.3923,18358
2436,North Valley Stream,40.684,-73.7077,18345
2437,Wantagh,40.6686,-73.5104,18331
2438,Clive,41.6147,-93.798,18323
2439,Niles,41.1879,-80.7531,18319
2440,Tillmans Corner,30.5819,-88.2128,18313
2441,Republic,37.1452,-93.4446,18313
2442,Franconia,38.7682,-77.1587,18310
2443,Manchester,38.583,-90.5064,18308
2444,Tavares,28.792,-81.7352,18290
2445,Newburyport,42.8124,-70.8878,18282
2446,Knik-Fairview,61.5082,-149.6252,18282
2447,Ocean Springs,30.4082,-88.7861,18275
2448,Seagoville,32.653,-96.5456,18263
2449,Schofield Barracks,21.4936,-158.0617,18255
2450,Gibsonton,27.826,-82.3761,18242
2451,McAlester,34.9257,-95.7734,18225
2452,Amsterdam,42.942,-74.1906,18218
2453,Kingsland,30.8194,-81.7216,18217
2454,Lake Ronkonkoma,40.8297,-73.1128,18214
2455,Lenoir,35.9094,-81.5249,18205
2456,St. Marys,30.7567,-81.5722,18200
2457,Cudahy,42.9467,-87.8641,18197
2458,Trinity,28.1809,-82.6582,18191
2459,Steiner Ranch,30.3654,-97.896,18189
2460,Menasha,44.2125,-88.4271,18157
2461,Lebanon,44.5317,-122.9071,18150
2462,Willimantic,41.7171,-72.2114,18150
2463,St. Michael,45.2014,-93.692,18148
2464,Sycamore,41.9957,-88.6821,18144
2465,North Druid Hills,33.8185,-84.3254,18143
2466,Upper Grand Lagoon,30.169,-85.7407,18140
2467,Charleston,39.4842,-88.1781,18130
2468,Colonial Heights,37.265,-77.3969,18127
2469,Blythe,33.6219,-114.6195,18125
2470,Steubenville,40.3653,-80.6519,18122
2471,Jacksonville,39.7292,-90.2317,18114
2472,Burke Centre,38.7903,-77.2999,18113
2473,Natchitoches,31.7315,-93.0975,18105
2474,Ashtabula,41.8805,-80.7984,18091
2475,Canby,45.2652,-122.6867,18078
2476,Bostonia,32.8189,-116.948,18074
2477,La Marque,29.3683,-94.9941,18065
2478,Scarsdale,40.9902,-73.7773,18063
2479,Maryland City,39.1016,-76.8051,18059
2480,Boone,36.2111,-81.6669,18055
2481,White Settlement,32.7554,-97.4605,18040
2482,Sevierville,35.8872,-83.5678,18038
2483,Roosevelt,40.6797,-73.5837,18019
2484,Castaic,34.4818,-118.6316,18017
2485,Alice,27.7556,-98.0653,18001
2486,Alton,26.2884,-98.3098,17993
2487,Centralia,46.7223,-122.9696,17988
2488,Crowley,32.5781,-97.3585,17977
2489,Oconomowoc,43.0996,-88.4948,17969
2490,Redland,39.1339,-77.1464,17965
2491,Dumont,40.9452,-73.9923,17965
2492,Laurel,37.6375,-77.5062,17962
2493,Farmington,37.7822,-90.4282,17959
2494,Shorewood,41.5169,-88.2146,17947
2495,McKeesport,40.3418,-79.844,17935
2496,Cohoes,42.7732,-73.7077,17931
2497,Cary,42.2129,-88.2494,17919
2498,Bay City,28.9838,-95.9601,17918
2499,Groveland,28.6098,-81.8246,17896
2500,Cullman,34.1775,-86.8407,17892
2501,North Aurora,41.8086,-88.3414,17892
2502,Ocean Acres,39.743,-74.2805,17886
2503,North Canton,40.8742,-81.3971,17884
2504,Panama City Beach,30.237,-85.8776,17882
2505,Tiffin,41.1165,-83.1805,17882
2506,Bon Air,37.5187,-77.5713,17846
2507,Gretna,29.9101,-90.0515,17836
2508,Godfrey,38.9577,-90.2156,17812
2509,El Dorado,33.2184,-92.664,17800
2510,Cameron Park,38.6738,-120.9872,17790
2511,Calverton,39.0578,-76.9488,17772
2512,Winder,33.9917,-83.7218,17768
2513,Troy,31.8021,-85.9664,17765
2514,Anoka,45.2099,-93.3893,17749
2515,Eastlake,41.6581,-81.4322,17743
2516,New River,33.8835,-112.0858,17731
2517,Brownsville,25.8216,-80.2417,17726
2518,Mount Washington,38.043,-85.5551,17723
2519,Spanish Lake,38.7884,-90.2077,17721
2520,Idylwood,38.8896,-77.2056,17687
2521,Iselin,40.5697,-74.3172,17684
2522,Estelle,29.8447,-90.1021,17650
2523,Bethpage,40.7495,-73.4856,17627
2524,Wayne,42.2774,-83.3877,17624
2525,New Philadelphia,40.486,-81.4401,17622
2526,Bryn Mawr-Skyway,47.4949,-122.241,17620
2527,Takoma Park,38.981,-77.0028,17610
2528,Humacao,18.152,-65.8204,17607
2529,Kirksville,40.1986,-92.5752,17600
2530,Pataskala,40.011,-82.7155,17598
2531,St. Matthews,38.2497,-85.6384,17588
2532,Cortland,42.6004,-76.1784,17577
2533,Havelock,34.9078,-76.8987,17570
2534,Jenison,42.9063,-85.8269,17570
2535,Coalinga,36.142,-120.3242,17560
2536,Laguna Woods,33.6099,-117.7299,17546
2537,Lemont,41.6695,-87.9838,17535
2538,Goodlettsville,36.333,-86.7026,17522
2539,Woodcrest,33.8789,-117.3687,17492
2540,Lake Butler,28.4862,-81.546,17465
2541,New Castle,39.9191,-85.3697,17465
2542,Centerton,36.3566,-94.2971,17455
2543,Anacortes,48.4878,-122.6292,17437
2544,Glassmanor,38.8181,-76.9833,17426
2545,Hope Mills,34.971,-78.9597,17421
2546,Norcross,33.9379,-84.2065,17413
2547,Fate,32.943,-96.3858,17403
2548,Ammon,43.4745,-111.9568,17401
2549,Morganton,35.7408,-81.7002,17389
2550,Brenham,30.1584,-96.3966,17385
2551,Oak Grove,45.4156,-122.6349,17382
2552,Laurel,31.6956,-89.1449,17375
2553,South Ogden,41.1722,-111.9576,17363
2554,Wahiawa,21.5012,-158.0178,17357
2555,Mount Holly,35.3136,-81.0073,17315
2556,Boerne,29.7847,-98.7292,17290
2557,Streetsboro,41.2396,-81.3456,17282
2558,Milledgeville,33.0874,-83.2414,17278
2559,Stuart,27.1959,-80.2444,17269
2560,Woodmere,40.6375,-73.7219,17267
2561,West Columbia,33.9932,-81.0936,17265
2562,Bellaire,29.704,-95.4621,17262
2563,Beckley,37.7877,-81.1841,17261
2564,Fulshear,29.693,-95.8804,17259
2565,Pinehurst,35.1922,-79.4684,17250
2566,El Segundo,33.917,-118.4018,17243
2567,Fort Thomas,39.0801,-84.4518,17241
2568,Murray,36.6146,-88.3207,17241
2569,Clemson,34.6837,-82.8124,17238
2570,Glenvar Heights,25.709,-80.3155,17237
2571,Camano,48.1865,-122.4708,17235
2572,Lebanon,40.0324,-86.4551,17196
2573,Mebane,36.0852,-79.2736,17192
2574,Rio Linda,38.6875,-121.4417,17181
2575,Stafford,29.6271,-95.5654,17170
2576,Fairview Park,41.4419,-81.853,17167
2577,Hannibal,39.7098,-91.3939,17165
2578,El Reno,35.5429,-97.966,17164
2579,Danville,37.6418,-84.7777,17164
2580,Cañon City,38.443,-105.2203,17157
2581,Defiance,41.2813,-84.3657,17155
2582,Massapequa Park,40.6817,-73.4496,17149
2583,Hinsdale,41.8007,-87.9273,17148
2584,Gainesville,33.639,-97.1487,17146
2585,East Riverdale,38.96,-76.9109,17136
2586,Avenel,40.5842,-74.2716,17132
2587,Rancho Mirage,33.7635,-116.4271,17129
2588,Ferndale,39.1869,-76.6331,17113
2589,Tifton,31.4624,-83.5203,17112
2590,Pinewood,25.8697,-80.2174,17110
2591,Aurora,41.3118,-81.345,17108
2592,Oswego,43.4516,-76.5005,17105
2593,Conyers,33.6646,-83.9966,17101
2594,Safety Harbor,28.008,-82.6964,17093
2595,Hillcrest Heights,38.8373,-76.9641,17090
2596,Terrell,32.734,-96.2931,17083
2597,Gainesville,38.7931,-77.6347,17081
2598,Manassas Park,38.7709,-77.4429,17081
2599,Groves,29.9457,-93.9164,17078
2600,Los Lunas,34.8115,-106.7803,17072
2601,Norwalk,41.2443,-82.6088,17048
2602,Ashwaubenon,44.4796,-88.0889,17042
2603,Myrtle Grove,30.4158,-87.3027,17023
2604,Huntington,40.881,-85.5063,17018
2605,Bristol,36.6181,-82.1604,16996
2606,Belle Glade,26.6916,-80.6656,16983
2607,Mattoon,39.4774,-88.3623,16982
2608,Adelphi,39.0017,-76.9649,16977
2609,Flowing Wells,32.2937,-111.011,16965
2610,Marion,37.7345,-88.942,16960
2611,Live Oak,36.986,-121.9804,16948
2612,Damascus,39.2701,-77.1957,16945
2613,Siloam Springs,36.1844,-94.5315,16944
2614,Shelbyville,38.2067,-85.2292,16932
2615,Kaukauna,44.2773,-88.2641,16929
2616,Calhoun,34.491,-84.9386,16920
2617,West Haven,41.2083,-112.0541,16918
2618,New Milford,40.9337,-74.0196,16912
2619,Easton,38.776,-76.0701,16912
2620,Farmingville,40.839,-73.0404,16909
2621,Clayton,38.6444,-90.3303,16905
2622,Vincennes,38.6759,-87.5102,16892
2623,Mount Vernon,40.3854,-82.4737,16885
2624,Bridgeview,41.7403,-87.8067,16883
2625,Villa Rica,33.7294,-84.9177,16863
2626,Pendleton,45.6757,-118.8201,16861
2627,Wixom,42.5243,-83.5346,16853
2628,Truckee,39.3455,-120.1848,16850
2629,Zephyrhills,28.2409,-82.1797,16845
2630,Aberdeen,46.9757,-123.8094,16842
2631,Westchester,41.8492,-87.8906,16837
2632,Madison,40.7586,-74.4169,16819
2633,Pampa,35.5479,-100.9651,16817
2634,Buford,34.1192,-83.9903,16811
2635,Port Washington,40.8268,-73.6765,16807
2636,Ada,34.7662,-96.6681,16804
2637,Graham,36.0589,-79.3894,16793
2638,Anna,33.3472,-96.5508,16792
2639,Laconia,43.5725,-71.4775,16786
2640,La Vista,41.1816,-96.0664,16786
2641,Storrs,41.8083,-72.2514,16784
2642,Moraga,37.8439,-122.1225,16750
2643,Country Club Hills,41.5636,-87.7251,16746
2644,Fort Carson,38.7095,-104.772,16743
2645,Donna,26.1468,-98.0559,16743
2646,Hernando,34.85,-89.9921,16730
2647,Ukiah,39.1464,-123.2105,16728
2648,Menomonie,44.8893,-91.9084,16721
2649,Centerville,40.9284,-111.8848,16711
2650,Bull Run,38.7802,-77.5204,16709
2651,Powder Springs,33.8659,-84.684,16698
2652,Hueytown,33.4239,-87.022,16694
2653,Princeton,33.1778,-96.5044,16683
2654,Ocean Pointe,21.3145,-158.0289,16676
2655,Millbrook,32.5027,-86.3737,16675
2656,East Highland Park,37.577,-77.3865,16669
2657,Lake St. Louis,38.7846,-90.7886,16665
2658,Washougal,45.5825,-122.3451,16664
2659,Dallas,44.9221,-123.313,16663
2660,Long Beach,30.3608,-89.1651,16654
2661,Palmetto Estates,25.6211,-80.3616,16612
2662,Four Corners,44.929,-122.9732,16608
2663,Bellmore,40.6569,-73.5285,16603
2664,Humble,29.9921,-95.2655,16603
2665,Fairview Heights,38.5974,-90.0053,16601
2666,Red Wing,44.5817,-92.6036,16596
2667,Johnstown,40.3499,-104.9482,16596
2668,Beaver Dam,43.4688,-88.8309,16594
2669,Morton,40.6135,-89.4669,16591
2670,Bluffdale,40.4744,-111.9381,16576
2671,Hampton Bays,40.8695,-72.5225,16546
2672,Celina,33.3154,-96.7941,16542
2673,Ojus,25.9563,-80.1606,16530
2674,Sunland Park,31.8201,-106.5958,16488
2675,Cloverly,39.1064,-76.9995,16473
2676,Douglas,31.3602,-109.5394,16470
2677,Clearlake,38.9589,-122.633,16468
2678,Vienna,38.8996,-77.2597,16465
2679,Lake Mary,28.7592,-81.336,16459
2680,McKinleyville,40.9488,-124.0857,16457
2681,Walnut Park,33.9682,-118.222,16453
2682,South Venice,27.0444,-82.4155,16426
2683,Center Point,33.6447,-86.6852,16422
2684,Dyer,41.4977,-87.509,16422
2685,Heber,40.507,-111.3986,16416
2686,Addison,32.959,-96.8355,16405
2687,Vincent,34.0983,-117.9238,16399
2688,Wolf Trap,38.9395,-77.2842,16394
2689,Artesia,33.8676,-118.0805,16390
2690,Ham Lake,45.2545,-93.2039,16389
2691,Pearl River,41.0615,-74.0047,16387
2692,Fillmore,34.3989,-118.9174,16373
2693,North Decatur,33.8074,-84.2889,16369
2694,South Houston,29.6611,-95.2285,16354
2695,Grosse Pointe Woods,42.4366,-82.8987,16353
2696,Troutdale,45.5372,-122.3955,16353
2697,New Port Richey,28.2468,-82.717,16348
2698,Sunnyside,46.3157,-120.0058,16343
2699,North Arlington,40.7874,-74.1273,16339
2700,Stanford,37.4252,-122.1674,16333
2701,Fort Hunt,38.7361,-77.0589,16322
2702,Poplar Bluff,36.7632,-90.4135,16318
2703,Albemarle,35.3594,-80.1915,16318
2704,Lemay,38.5325,-90.2845,16312
2705,Opa-locka,25.8997,-80.2551,16310
2706,Susanville,40.4206,-120.6132,16305
2707,Hanover,39.8118,-76.9836,16291
2708,Sayville,40.7478,-73.084,16290
2709,Crawfordsville,40.0428,-86.8976,16279
2710,Mercedes,26.1533,-97.9128,16274
2711,Olivehurst,39.0795,-121.5566,16262
2712,Welby,39.8403,-104.9655,16260
2713,Vero Beach,27.6463,-80.393,16254
2714,Hermitage,41.2305,-80.4413,16240
2715,Dyersburg,36.0465,-89.3777,16235
2716,Jasper,38.3933,-86.9402,16231
2717,Payson,34.2433,-111.3195,16229
2718,Hibbing,47.398,-92.9486,16224
2719,La Grange,41.8072,-87.8741,16220
2720,Fairburn,33.5496,-84.5914,16215
2721,Tahlequah,35.9112,-94.977,16213
2722,Griffith,41.5277,-87.4239,16213
2723,Radford,37.1229,-80.5587,16205
2724,Floral Park,40.7227,-73.7029,16180
2725,Aberdeen,39.5151,-76.1733,16176
2726,Lake Wales,27.9195,-81.5961,16173
2727,Taylor,30.5729,-97.4268,16154
2728,Americus,32.0736,-84.2248,16144
2729,Warrington,30.3835,-87.2946,16140
2730,Frankfort,40.281,-86.5212,16134
2731,Colonial Park,40.2987,-76.8069,16132
2732,Spanish Springs,39.6568,-119.6694,16131
2733,Fullerton,40.6309,-75.4834,16131
2734,Calera,33.1254,-86.7449,16126
2735,Buffalo,45.1794,-93.8644,16121
2736,Parkway,38.4993,-121.452,16091
2737,South River,40.4455,-74.3783,16087
2738,Clarksburg,39.2862,-80.3232,16085
2739,Dublin,32.536,-82.928,16067
2740,Mount Pleasant,33.1586,-94.9727,16067
2741,Red Hill,33.7777,-79.0111,16060
2742,River Falls,44.8609,-92.6247,16058
2743,Sikeston,36.8854,-89.5877,16054
2744,Bay Village,41.4851,-81.9317,16051
2745,Grandville,42.9004,-85.7564,16043
2746,Prospect Heights,42.1039,-87.9267,16021
2747,Kings Park,40.8881,-73.2475,16008
2748,Washington,40.705,-89.434,16008
2749,Summerfield,38.9042,-76.8678,16002
2750,Gatesville,31.4445,-97.7317,15997
2751,West Richland,46.3115,-119.3999,15988
2752,Murraysville,34.2919,-77.8429,15976
2753,Middleburg Heights,41.3696,-81.815,15975
2754,Hot Springs Village,34.6566,-92.9643,15970
2755,Muscle Shoals,34.7432,-87.6343,15969
2756,Ripon,37.7417,-121.131,15961
2757,Fremont,41.3535,-83.1147,15954
2758,Firestone,40.1565,-104.9494,15949
2759,The Dalles,45.6053,-121.1818,15942
2760,Saraland,30.8479,-88.1004,15942
2761,Rutland,43.6092,-72.9783,15934
2762,Stallings,35.1088,-80.6598,15932
2763,Marco Island,25.933,-81.6993,15929
2764,Bellevue,44.4592,-87.955,15922
2765,New Haven,41.0676,-85.0174,15922
2766,Coos Bay,43.3789,-124.233,15921
2767,Gardendale,33.6677,-86.8069,15920
2768,Overland,38.6966,-90.3689,15908
2769,Warsaw,41.2448,-85.8465,15905
2770,Richmond Hill,31.9012,-81.3125,15900
2771,Fort Drum,44.045,-75.7845,15895
2772,Berea,34.8802,-82.465,15892
2773,Aldine,29.9123,-95.3784,15887
2774,Opelousas,30.5252,-92.0816,15884
2775,Coto de Caza,33.5959,-117.586,15873
2776,Waterville,44.5441,-69.6624,15872
2777,Fort Mohave,35.0004,-114.5748,15872
2778,St. Simons,31.1775,-81.3857,15865
2779,Mountain Home,43.1324,-115.697,15863
2780,Hollins,37.3434,-79.9534,15857
2781,Dixon,41.8439,-89.4794,15855
2782,Dickson,36.0637,-87.3665,15855
2783,New Cassel,40.7602,-73.5649,15841
2784,Mount Dora,28.8142,-81.6344,15830
2785,Sulphur Springs,33.1421,-95.6122,15825
2786,Lithia Springs,33.7811,-84.6487,15825
2787,Jamestown,46.9063,-98.6937,15823
2788,Kerman,36.7248,-120.0625,15817
2789,Glenmont,39.0698,-77.0467,15795
2790,Holly Springs,34.1681,-84.4847,15784
2791,Talladega,33.4333,-86.0986,15782
2792,Stone Ridge,38.9294,-77.5557,15776
2793,Westbury,40.7599,-73.5891,15772
2794,Highland Village,33.0897,-97.0615,15769
2795,Glenn Heights,32.5506,-96.8548,15741
2796,Mount Clemens,42.5977,-82.8821,15735
2797,Isla Vista,34.4128,-119.8614,15732
2798,Elkton,39.6066,-75.8209,15724
2799,White Center,47.5086,-122.3479,15716
2800,Hewitt,31.452,-97.196,15707
2801,Auburndale,28.0963,-81.8012,15704
2802,Discovery Bay,37.9063,-121.599,15704
2803,Los Osos,35.3065,-120.8242,15692
2804,Newton,41.6963,-93.0403,15688
2805,Lady Lake,28.9241,-81.9299,15683
2806,Macomb,40.4709,-90.6807,15681
2807,Mitchell,43.7294,-98.0337,15677
2808,Wailuku,20.8834,-156.5059,15670
2809,Chickasha,35.0409,-97.9474,15655
2810,La Palma,33.8504,-118.0407,15650
2811,Alpine,32.8439,-116.7585,15648
2812,Shively,38.197,-85.8136,15638
2813,Seaford,40.6678,-73.4922,15636
2814,Rossville,39.3572,-76.4767,15633
2815,Seymour,35.8783,-83.7669,15633
2816,Fort Leonard Wood,37.7562,-92.1274,15629
2817,Weston,44.8906,-89.5487,15609
2818,Grovetown,33.4503,-82.2073,15608
2819,Southchase,28.3793,-81.3903,15592
2820,Mastic,40.8096,-72.8479,15576
2821,Seven Oaks,34.0475,-81.1435,15561
2822,Monroe,39.4461,-84.3667,15560
2823,Live Oak,29.5545,-98.3404,15554
2824,Cherryland,37.6792,-122.1038,15552
2825,Azalea Park,28.5473,-81.2956,15549
2826,Greenwood Village,39.6153,-104.9131,15548
2827,Indianola,41.3629,-93.5652,15544
2828,Brooklyn Park,39.217,-76.6174,15541
2829,Hugo,45.1671,-92.9588,15541
2830,Niceville,30.529,-86.4748,15532
2831,Hartford,43.3223,-88.3784,15526
2832,Wilmington Island,32.0033,-80.9752,15521
2833,Candelaria,18.4042,-66.2175,15498
2834,Batavia,42.9987,-78.1802,15497
2835,Rio Grande City,26.3808,-98.8215,15494
2836,Princeton Meadows,40.3347,-74.5651,15491
2837,Berea,37.5904,-84.2898,15465
2838,Scottsboro,34.6438,-86.0491,15446
2839,Chubbuck,42.9263,-112.4623,15445
2840,Grain Valley,39.0171,-94.2084,15435
2841,Glenn Dale,38.9833,-76.804,15426
2842,Lynden,48.9502,-122.4545,15410
2843,Yauco,18.0344,-66.8615,15404
2844,Carthage,37.1503,-94.3225,15395
2845,Springdale,39.8769,-74.9724,15393
2846,Uvalde,29.2152,-99.7782,15374
2847,Three Lakes,25.6415,-80.4,15367
2848,Greeneville,36.168,-82.8197,15361
2849,Glasgow,39.6015,-75.7473,15342
2850,Mastic Beach,40.7664,-72.8369,15333
2851,Yankton,42.8901,-97.3927,15332
2852,Eden,36.5027,-79.7412,15317
2853,Hayden,47.768,-116.804,15316
2854,Port Orchard,47.5163,-122.661,15315
2855,Hartselle,34.4391,-86.9396,15308
2856,Tenafly,40.9176,-73.9532,15307
2857,Asbury Park,40.2226,-74.0119,15305
2858,Roanoke Rapids,36.4452,-77.649,15294
2859,Norridge,41.9637,-87.8231,15294
2860,Harper Woods,42.439,-82.9293,15287
2861,Johnson City,42.123,-75.9624,15275
2862,Jackson,37.3792,-89.6522,15272
2863,Traverse City,44.7546,-85.6038,15263
2864,Northview,43.0427,-85.6016,15251
2865,Dentsville,34.0754,-80.9547,15245
2866,Laurinburg,34.7602,-79.4773,15242
2867,Thibodaux,29.7949,-90.8146,15242
2868,Franklin Park,40.5903,-80.0999,15239
2869,Bradley,41.1641,-87.8452,15236
2870,Berkley,42.4986,-83.1853,15234
2871,Hazel Park,42.4619,-83.0977,15213
2872,Gloversville,43.0491,-74.3465,15211
2873,Kenmore,42.9646,-78.8713,15207
2874,Beech Grove,39.7157,-86.0871,15202
2875,Depew,42.9118,-78.7043,15188
2876,Spring Creek,40.745,-115.5983,15176
2877,Eloy,32.747,-111.5992,15171
2878,Pacific Grove,36.6188,-121.9259,15169
2879,Youngsville,30.0963,-91.9968,15167
2880,Andover,37.6873,-97.1352,15162
2881,Elk Plain,47.0425,-122.3663,15157
2882,Southern Pines,35.1927,-79.4039,15156
2883,Vandalia,39.8791,-84.193,15155
2884,Piney Green,34.7498,-77.3208,15149
2885,Phillipsburg,40.6894,-75.1821,15146
2886,Tonawanda,43.0105,-78.8805,15132
2887,Camp Pendleton South,33.2329,-117.393,15131
2888,North New Hyde Park,40.746,-73.6876,15125
2889,Clarksdale,34.1933,-90.5693,15124
2890,Greenlawn,40.8632,-73.3646,15115
2891,Bemidji,47.4828,-94.8797,15114
2892,Longwood,28.7014,-81.3487,15085
2893,Henderson,36.3256,-78.4151,15084
2894,West Park,25.984,-80.1923,15074
2895,Worthington,40.095,-83.0209,15047
2896,Hereford,34.8225,-102.4001,15043
2897,Front Royal,38.926,-78.1838,15039
2898,Swansea,38.5507,-89.9858,15037
2899,Dayton,39.2592,-119.5653,15036
2900,Riverdale,33.5639,-84.4103,15013
2901,South Farmingdale,40.7175,-73.4473,15009
2902,Halawa,21.3753,-157.9185,14990
2903,Greensburg,40.3113,-79.5445,14982
2904,West University Place,29.7157,-95.4321,14975
2905,Highland Park,40.5006,-74.4283,14947
2906,Williamstown,39.6874,-74.9786,14947
2907,Tanque Verde,32.2687,-110.7437,14946
2908,Mineral Wells,32.8169,-98.0776,14925
2909,Glasgow,37.0048,-85.9263,14922
2910,Sterling,41.7996,-89.6956,14919
2911,Fairview,40.8182,-74.0022,14918
2912,California City,35.1578,-117.8721,14914
2913,Metuchen,40.5424,-74.3628,14883
2914,Lebanon,37.6717,-92.6603,14880
2915,Hendersonville,35.3247,-82.4575,14878
2916,Boulder City,35.8407,-114.9257,14868
2917,Great Bend,38.3593,-98.8015,14864
2918,Grimes,41.6779,-93.7947,14842
2919,Broadlands,39.0168,-77.5167,14835
2920,Highland Springs,37.5516,-77.3285,14823
2921,Sierra Vista Southeast,31.4525,-110.216,14822
2922,Whitefish Bay,43.1131,-87.9003,14818
2923,Ramsey,41.0595,-74.1454,14801
2924,Oldsmar,28.0506,-82.6698,14800
2925,Bradley Gardens,40.5711,-74.6678,14798
2926,Gantt,34.7837,-82.4027,14790
2927,Glen Allen,37.666,-77.4838,14783
2928,Ferndale,48.8526,-122.5894,14777
2929,Alexander City,32.9229,-85.9358,14765
2930,Wildwood,28.7752,-82.0075,14747
2931,Homosassa Springs,28.8119,-82.5392,14736
2932,Greendale,42.9371,-88.0018,14735
2933,Lake Stickney,47.8733,-122.2582,14733
2934,Deming,32.2631,-107.7525,14730
2935,Fort Payne,34.4559,-85.6965,14730
2936,Vail,32.0217,-110.6937,14715
2937,Gulf Shores,30.2764,-87.7017,14712
2938,Ladson,33.0093,-80.1078,14711
2939,White Oak,39.0451,-76.9885,14711
2940,Chelsea,33.3262,-86.63,14710
2941,Owosso,42.9955,-84.176,14708
2942,Antioch,42.4742,-88.0721,14705
2943,Fraser,42.5388,-82.9496,14703
2944,Hammonton,39.6572,-74.7678,14695
2945,Great Falls,39.011,-77.3013,14690
2946,Salida,37.7083,-121.0842,14690
2947,Waunakee,43.1829,-89.4447,14679
2948,Monroe,33.799,-83.7161,14675
2949,Fruitville,27.3328,-82.4616,14673
2950,Canyon,34.9911,-101.919,14669
2951,Parlier,36.6087,-119.5434,14666
2952,Palmview,26.2318,-98.3823,14654
2953,Pineville,31.3414,-92.4096,14653
2954,Davidson,35.484,-80.8247,14644
2955,Salem Lakes,42.5366,-88.1306,14630
2956,Havre de Grace,39.548,-76.1146,14625
2957,Moultrie,31.1591,-83.7708,14621
2958,Hershey,40.2806,-76.6458,14619
2959,Ewa Beach,21.3181,-158.0073,14614
2960,Mount Vernon,38.314,-88.9174,14614
2961,Washington,38.5515,-91.0154,14607
2962,Morris,41.3749,-88.4304,14601
2963,Anderson Creek,35.2657,-78.958,14597
2964,Rendon,32.5789,-97.2349,14597
2965,Weigelstown,39.9852,-76.8306,14593
2966,Chippewa Falls,44.9358,-91.3902,14581
2967,Eggertsville,42.9665,-78.8065,14577
2968,East Milton,30.6175,-86.9636,14566
2969,West Freehold,40.2324,-74.2943,14565
2970,Dumas,35.8613,-101.9642,14565
2971,Red Bluff,40.1735,-122.2413,14557
2972,Corinth,34.9474,-88.5143,14545
2973,Key Biscayne,25.6908,-80.1653,14530
2974,Jericho,40.7875,-73.5416,14526
2975,Robbinsdale,45.0261,-93.3332,14522
2976,Greenwood,33.5126,-90.1993,14521
2977,Middlesex,40.5744,-74.5011,14513
2978,Scottsbluff,41.8684,-103.6616,14511
2979,Kemp Mill,39.0412,-77.0215,14509
